#市场(上海:1 深圳:2),证券代码,买卖方向(买:1 卖:2),条件价(-1涨停价 其他*10000),委托价(-1涨停价 其他*10000),委托数量类型(0:数量 1:资金),委托金额/委托数量,买一撤单率(0:不控制 其他万分比),卖一未成交量(-1:不控制 其他未成交数量),买一封单金额(买一封单金额万元),买一封单不足撤单(-1:不控制 其他万元),是否可以交易(0允许交易 1不允许),类型标识(0普通抢板 1低吸买入),开盘涨幅(小于-2000不控制),涨停卖出挂单数量/昨日倍数,涨停卖出挂单数量/前5分钟倍数,封板后1分钟成交量撤单,封板后连续2分钟成交量撤单
2,301539,1,-1,-1,0,500,7000,10000,0,0,0,0,0,0,0
